kernel,variant,layoutB,pattern,m,k,n,density,threads,tileM,tileN,tileK,jblock,seed,run,seconds,gflops,nnz,cpnz,ai,bytes_est,bandwidth_GBps,p50_us,p95_us,p99_us,conv_seconds,freq_mhz,cycles_est,perf_task_clock_ms,perf_context_switches,perf_cpu_migrations,perf_page_faults
spmm_csr,scalar,row,uniform,2048,2048,512,0.01,16,64,128,64,128,200,3,0.00143058,29.8622,41719,82.2981,0.453685,9.41629e+07,65.8214,1430.01,2641.68,3700.35,0.00268867,2400,3.43339e+06,0,0,0,0
spmm_csr,simd,row,uniform,2048,2048,512,0.01,16,64,128,64,128,200,3,0.000479096,89.1685,41719,27.5613,0.453685,9.41629e+07,196.543,477.977,1063.64,2251.63,0.00228729,2400,1.14983e+06,0,0,0,0
spmm_csr,simd,row,uniform,2048,2048,512,0.001,8,64,128,64,128,300,1,0.00028214,16.1944,4462,151.756,0.260162,1.75625e+07,62.2474,275.003,447.985,1608.86,0.000440822,2400,677136,0,0,0,0
gemm,simd,row,uniform,2048,2048,512,1,8,64,128,64,128,300,1,0.0300868,142.752,0,0,146.286,2.93601e+07,0.975846,30086.8,32421.4,32443.6,0,2400,7.22084e+07,0,0,0,0
spmm_csr,simd,row,uniform,2048,2048,512,0.001,8,64,128,64,128,300,2,0.000258325,17.6874,4462,138.947,0.260162,1.75625e+07,67.986,253.857,489.592,1572.37,0.000393555,2400,619980,0,0,0,0
gemm,simd,row,uniform,2048,2048,512,1,8,64,128,64,128,300,2,0.0308312,139.306,0,0,146.286,2.93601e+07,0.952285,30831.2,32645.7,32830.6,0,2400,7.39949e+07,0,0,0,0
spmm_csr,simd,row,uniform,2048,2048,512,0.001,8,64,128,64,128,300,3,0.00018109,25.231,4462,97.4039,0.260162,1.75625e+07,96.9821,179.286,288.44,1436.03,0.000585328,2400,434616,0,0,0,0
gemm,simd,row,uniform,2048,2048,512,1,8,64,128,64,128,300,3,0.0296398,144.906,0,0,146.286,2.93601e+07,0.990565,29639.8,31335.7,31890.2,0,2400,7.11355e+07,0,0,0,0
spmm_csr,simd,row,uniform,2048,2048,512,0.002,8,64,128,64,128,300,1,0.00027289,31.6105,8424,77.7464,0.33554,2.57084e+07,94.2077,272.537,609.038,1599.89,0.000609741,2400,654936,0,0,0,0
gemm,simd,row,uniform,2048,2048,512,1,8,64,128,64,128,300,1,0.0309128,138.938,0,0,146.286,2.93601e+07,0.949772,30912.8,34219.1,34335,0,2400,7.41908e+07,0,0,0,0
spmm_csr,simd,row,uniform,2048,2048,512,0.002,8,64,128,64,128,300,2,0.00019498,44.2413,8424,55.5499,0.33554,2.57084e+07,131.851,194.865,351.75,1536.57,0.000662143,2400,467952,0,0,0,0
gemm,simd,row,uniform,2048,2048,512,1,8,64,128,64,128,300,2,0.0298146,144.056,0,0,146.286,2.93601e+07,0.984757,29814.6,32506.2,34850,0,2400,7.1555e+07,0,0,0,0
spmm_csr,simd,row,uniform,2048,2048,512,0.002,8,64,128,64,128,300,3,0.000173241,49.7929,8424,49.3564,0.33554,2.57084e+07,148.396,170.301,451.061,1507.06,0.000921858,2400,415778,0,0,0,0
gemm,simd,row,uniform,2048,2048,512,1,8,64,128,64,128,300,3,0.0307638,139.611,0,0,146.286,2.93601e+07,0.954371,30763.8,32130.2,32638.6,0,2400,7.38332e+07,0,0,0,0
spmm_csr,simd,row,uniform,2048,2048,512,0.005,8,64,128,64,128,300,1,0.000323685,66.185,20921,37.1323,0.416774,5.14022e+07,158.803,322.033,754.79,1741.85,0.00157932,2400,776844,0,0,0,0
gemm,simd,row,uniform,2048,2048,512,1,8,64,128,64,128,300,1,0.0297638,144.302,0,0,146.286,2.93601e+07,0.986436,29763.8,32563.1,33149,0,2400,7.14332e+07,0,0,0,0
spmm_csr,simd,row,uniform,2048,2048,512,0.005,8,64,128,64,128,300,2,0.000384322,55.7426,20921,44.0884,0.416774,5.14022e+07,133.748,381.088,2277.64,4336.3,0.00150239,2400,922373,0,0,0,0
gemm,simd,row,uniform,2048,2048,512,1,8,64,128,64,128,300,2,0.0294567,145.806,0,0,146.286,2.93601e+07,0.996722,29456.7,32228,32563.7,0,2400,7.0696e+07,0,0,0,0
spmm_csr,simd,row,uniform,2048,2048,512,0.005,8,64,128,64,128,300,3,0.00037199,57.5905,20921,42.6737,0.416774,5.14022e+07,138.182,369.05,617.316,1704.12,0.00135948,2400,892776,0,0,0,0
gemm,simd,row,uniform,2048,2048,512,1,8,64,128,64,128,300,3,0.0309958,138.566,0,0,146.286,2.93601e+07,0.94723,30995.8,34154.4,34807.7,0,2400,7.43899e+07,0,0,0,0
spmm_csr,simd,row,uniform,2048,2048,512,0.01,8,64,128,64,128,300,1,0.000525472,81.3514,41746,30.2097,0.453711,9.42184e+07,179.302,522.928,872.173,2195.11,0.00259008,2400,1.26113e+06,0,0,0,0
gemm,simd,row,uniform,2048,2048,512,1,8,64,128,64,128,300,1,0.0300588,142.886,0,0,146.286,2.93601e+07,0.976758,30058.8,31400.2,31415.1,0,2400,7.2141e+07,0,0,0,0
spmm_csr,simd,row,uniform,2048,2048,512,0.01,8,64,128,64,128,300,2,0.000573256,74.5704,41746,32.9568,0.453711,9.42184e+07,164.357,571.919,1360.38,1980.13,0.00246563,2400,1.37581e+06,0,0,0,0
gemm,simd,row,uniform,2048,2048,512,1,8,64,128,64,128,300,2,0.0300552,142.903,0,0,146.286,2.93601e+07,0.976874,30055.2,31676.2,32147.1,0,2400,7.21325e+07,0,0,0,0
spmm_csr,simd,row,uniform,2048,2048,512,0.01,8,64,128,64,128,300,3,0.000519028,82.3615,41746,29.8392,0.453711,9.42184e+07,181.529,516.111,997.883,1932.64,0.00280988,2400,1.24567e+06,0,0,0,0
gemm,simd,row,uniform,2048,2048,512,1,8,64,128,64,128,300,3,0.0303799,141.375,0,0,146.286,2.93601e+07,0.966433,30379.9,32337.7,33359.4,0,2400,7.29117e+07,0,0,0,0
spmm_csr,simd,row,uniform,2048,2048,512,0.02,8,64,128,64,128,300,1,0.000888489,95.7282,83060,25.6727,0.474735,1.7916e+08,201.646,884.169,1509.32,2453.31,0.00482074,2400,2.13237e+06,0,0,0,0
