mode,kernel,dtype,N,misaligned,tail_multiple,mean_GFLOPs,mean_CPE,count
SIMD,elemmul,f32,2858088,1,1,2.6725760000000003,1.3329922777777776,18.0
SIMD,elemmul,f32,3981793,0,0,2.6795553888888883,1.3101068333333332,18.0
SIMD,elemmul,f32,3981793,0,1,2.680104,1.3096404444444443,18.0
SIMD,elemmul,f32,3981793,1,0,2.666259777777778,1.3202488333333333,18.0
SIMD,elemmul,f32,3981793,1,1,2.541090777777778,1.3866350000000003,18.0
SIMD,elemmul,f32,5547302,0,0,2.536783055555555,1.3857814999999998,18.0
SIMD,elemmul,f32,5547302,0,1,2.4517525555555557,1.437128388888889,18.0
SIMD,elemmul,f32,5547302,1,0,2.575809222222222,1.3632053333333334,18.0
SIMD,elemmul,f32,5547302,1,1,2.335336444444444,1.5117467777777778,18.0
SIMD,elemmul,f32,7728318,0,0,2.6107424444444445,1.342801111111111,18.0
SIMD,elemmul,f32,7728318,0,1,2.537121611111111,1.3808394444444445,18.0
SIMD,elemmul,f32,7728318,1,0,2.512910222222222,1.3976363888888887,18.0
SIMD,elemmul,f32,7728318,1,1,2.5077562777777778,1.404033111111111,18.0
SIMD,elemmul,f32,10766836,0,0,2.4674991111111115,1.4211603888888886,18.0
SIMD,elemmul,f32,10766836,0,1,2.493865944444445,1.406113722222222,18.0
SIMD,elemmul,f32,10766836,1,0,2.401719722222222,1.4612755555555554,18.0
SIMD,elemmul,f32,10766836,1,1,2.4311366666666663,1.4468888333333334,18.0
SIMD,elemmul,f32,15000000,0,0,2.416328555555556,1.453117888888889,18.0
SIMD,elemmul,f32,15000000,0,1,2.428266,1.4434425555555555,18.0
SIMD,elemmul,f32,15000000,1,0,2.401685722222222,1.4612190000000003,18.0
SIMD,elemmul,f32,15000000,1,1,2.406094333333334,1.4587708888888888,18.0
SIMD,elemmul,f64,1000,0,0,10.948557944444445,0.3206492222222222,18.0
SIMD,elemmul,f64,1000,0,1,8.119181736842105,0.4319736842105263,19.0
SIMD,elemmul,f64,1000,1,0,5.3817836111111115,0.650991388888889,18.0
SIMD,elemmul,f64,1000,1,1,5.130762222222223,0.6823055555555556,18.0
SIMD,elemmul,f64,1393,0,0,12.274403944444442,0.2852593888888888,18.0
SIMD,elemmul,f64,1393,0,1,9.782629315789473,0.3578417368421053,19.0
SIMD,elemmul,f64,1393,1,0,10.381465789473685,0.3372795263157895,19.0
SIMD,elemmul,f64,1393,1,1,6.484090777777777,0.5399217777777776,18.0
SIMD,elemmul,f64,1941,0,0,14.018965555555555,0.24985705555555557,18.0
SIMD,elemmul,f64,1941,0,1,15.711315263157895,0.22283689473684212,19.0
SIMD,elemmul,f64,1941,1,0,9.724149333333335,0.3608825,18.0
SIMD,elemmul,f64,1941,1,1,6.575453888888889,0.5323429444444445,18.0
SIMD,elemmul,f64,2704,0,0,7.610730944444445,0.4600007222222222,18.0
SIMD,elemmul,f64,2704,0,1,7.243925052631579,0.48334815789473684,19.0
SIMD,elemmul,f64,2704,1,0,5.971464578947369,0.5863162105263159,19.0
SIMD,elemmul,f64,2704,1,1,4.038432833333333,0.8670897777777777,18.0
SIMD,elemmul,f64,3767,0,0,7.867154222222222,0.44500433333333334,18.0
SIMD,elemmul,f64,3767,0,1,7.265710888888888,0.48200755555555563,18.0
SIMD,elemmul,f64,3767,1,0,5.961206555555555,0.5872016666666666,18.0
SIMD,elemmul,f64,3767,1,1,3.7957786842105263,0.9221283684210524,19.0
SIMD,elemmul,f64,5248,0,0,7.104054055555556,0.4927208888888889,18.0
SIMD,elemmul,f64,5248,0,1,7.787597111111111,0.5911141111111111,18.0
SIMD,elemmul,f64,5248,1,0,5.51668647368421,0.668855052631579,19.0
SIMD,elemmul,f64,5248,1,1,6.344868157894736,0.5516487894736842,19.0
SIMD,elemmul,f64,7312,0,0,8.246846833333333,0.42442849999999993,18.0
SIMD,elemmul,f64,7312,0,1,8.110886888888889,0.4315433888888889,18.0
SIMD,elemmul,f64,7312,1,0,6.256464944444444,0.5598617777777778,18.0
SIMD,elemmul,f64,7312,1,1,6.399106611111111,0.5469547222222223,18.0
SIMD,elemmul,f64,10186,0,0,8.26489005263158,0.4235087894736842,19.0
SIMD,elemmul,f64,10186,0,1,8.100723111111114,0.43206911111111107,18.0
SIMD,elemmul,f64,10186,1,0,6.656698,0.5258149444444444,18.0
SIMD,elemmul,f64,10186,1,1,6.509658166666666,0.5376905555555556,18.0
SIMD,elemmul,f64,14191,0,0,8.187105777777779,0.42750655555555556,18.0
SIMD,elemmul,f64,14191,0,1,8.086528111111113,0.4329817777777778,18.0
SIMD,elemmul,f64,14191,1,0,6.550159166666666,0.5343727222222223,18.0
SIMD,elemmul,f64,14191,1,1,6.405163611111111,0.546475,18.0
SIMD,elemmul,f64,19771,0,0,7.943021666666667,0.4583415555555555,18.0
SIMD,elemmul,f64,19771,0,1,8.07270861111111,0.4335686111111111,18.0
SIMD,elemmul,f64,19771,1,0,6.524083555555555,0.5367328333333332,18.0
SIMD,elemmul,f64,19771,1,1,6.416015333333333,0.5457347222222221,18.0
SIMD,elemmul,f64,27544,0,0,7.351641888888889,0.4771924444444444,18.0
SIMD,elemmul,f64,27544,0,1,7.667433000000001,0.45648977777777777,18.0
SIMD,elemmul,f64,27544,1,0,5.992806444444445,0.5938013333333333,18.0
SIMD,elemmul,f64,27544,1,1,5.558546944444443,0.6534897222222223,18.0
SIMD,elemmul,f64,38374,0,0,6.727741999999999,0.5202883888888888,18.0
SIMD,elemmul,f64,38374,0,1,6.889940222222222,0.5080667777777778,18.0
SIMD,elemmul,f64,38374,1,0,5.912027777777777,0.6021915555555556,18.0
SIMD,elemmul,f64,38374,1,1,5.713146277777779,0.6133811666666668,18.0
SIMD,elemmul,f64,53461,0,0,4.2605466666666665,0.8255706666666667,18.0
SIMD,elemmul,f64,53461,0,1,2.135763222222222,1.6544017222222223,18.0
SIMD,elemmul,f64,53461,1,0,5.223983166666667,0.6708595,18.0
SIMD,elemmul,f64,53461,1,1,4.108653944444445,0.8544556666666666,18.0
SIMD,elemmul,f64,74480,0,0,3.1115559444444445,1.1268630555555557,18.0
SIMD,elemmul,f64,74480,0,1,3.0249038333333336,1.1608239444444444,18.0
SIMD,elemmul,f64,74480,1,0,4.142197222222223,0.8480494444444444,18.0
SIMD,elemmul,f64,74480,1,1,4.0634824444444435,0.8624556111111112,18.0
SIMD,elemmul,f64,103763,0,0,3.3621328333333333,1.0686163333333336,18.0
SIMD,elemmul,f64,103763,0,1,3.0259191111111114,1.1842291111111112,18.0
SIMD,elemmul,f64,103763,1,0,3.5862617777777777,0.9788687777777779,18.0
SIMD,elemmul,f64,103763,1,1,3.7132762777777777,0.9425803888888888,18.0
SIMD,elemmul,f64,144560,0,0,3.2749106111111113,1.0716899444444445,18.0
SIMD,elemmul,f64,144560,0,1,2.2327841111111106,1.626968388888889,18.0
SIMD,elemmul,f64,144560,1,0,2.5531849444444443,1.4045521111111112,18.0
SIMD,elemmul,f64,144560,1,1,3.3699478333333333,1.0400437222222223,18.0
SIMD,elemmul,f64,201396,0,0,2.245948722222222,1.5622482222222223,18.0
SIMD,elemmul,f64,201396,0,1,2.3511647222222223,1.4958800555555554,18.0
SIMD,elemmul,f64,201396,1,0,2.139304388888889,1.6554680555555554,18.0
SIMD,elemmul,f64,201396,1,1,2.5901033888888887,1.3837052777777776,18.0
SIMD,elemmul,f64,280578,0,0,2.425846,1.4434554999999998,18.0
SIMD,elemmul,f64,280578,0,1,2.620404611111111,1.366033,18.0
SIMD,elemmul,f64,280578,1,0,2.912655111111111,1.2264656111111112,18.0
SIMD,elemmul,f64,280578,1,1,2.3618373333333333,1.4955704444444444,18.0
SIMD,elemmul,f64,390892,0,0,2.671423611111111,1.3317585,18.0
SIMD,elemmul,f64,390892,0,1,2.380828555555556,1.4720219444444445,18.0
SIMD,elemmul,f64,390892,1,0,3.0401933333333333,1.1619032777777778,18.0
SIMD,elemmul,f64,390892,1,1,2.1076751111111114,1.7357256111111112,18.0
SIMD,elemmul,f64,544578,0,0,2.9029599999999998,1.2234816111111109,18.0
SIMD,elemmul,f64,544578,0,1,2.3694404444444443,1.5836583888888887,18.0
SIMD,elemmul,f64,544578,1,0,2.329996277777778,1.5802796666666667,18.0
SIMD,elemmul,f64,544578,1,1,2.1443828333333332,1.6742939444444442,18.0
SIMD,elemmul,f64,758688,0,0,2.3610033333333327,1.5091446666666668,18.0
SIMD,elemmul,f64,758688,0,1,2.0719637222222227,1.7158264444444444,18.0
SIMD,elemmul,f64,758688,1,0,2.161917888888889,1.695245,18.0
SIMD,elemmul,f64,758688,1,1,2.3263172777777776,1.5554978333333334,18.0
SIMD,elemmul,f64,1056978,0,0,1.3170257777777776,2.742380222222222,18.0
SIMD,elemmul,f64,1056978,0,1,1.8231072222222222,1.954693277777778,18.0
SIMD,elemmul,f64,1056978,1,0,1.3376054444444445,2.6587498333333333,18.0
SIMD,elemmul,f64,1056978,1,1,1.582432722222222,2.291338111111111,18.0
SIMD,elemmul,f64,1472547,0,0,1.4235802777777777,2.4751218333333327,18.0
SIMD,elemmul,f64,1472547,0,1,1.4255990555555558,2.490355611111111,18.0
SIMD,elemmul,f64,1472547,1,0,1.3323092222222221,2.635699166666667,18.0
SIMD,elemmul,f64,1472547,1,1,1.4886351666666666,2.361986055555555,18.0
SIMD,elemmul,f64,2051504,0,0,1.2265754444444446,2.8715451111111108,18.0
SIMD,elemmul,f64,2051504,0,1,1.2566640555555555,2.8085549444444444,18.0
SIMD,elemmul,f64,2051504,1,0,1.300059833333333,2.707441833333333,18.0
SIMD,elemmul,f64,2051504,1,1,1.2417406111111111,2.8559312222222224,18.0
SIMD,elemmul,f64,2858088,0,0,1.2408109999999999,2.837753444444444,18.0
SIMD,elemmul,f64,2858088,0,1,1.2916758333333336,2.712258111111111,18.0
SIMD,elemmul,f64,2858088,1,0,1.2729872222222223,2.7608440555555553,18.0
SIMD,elemmul,f64,2858088,1,1,1.2514251666666665,2.8127555555555555,18.0
SIMD,elemmul,f64,3981793,0,0,1.1296341666666665,3.164303222222222,18.0
SIMD,elemmul,f64,3981793,0,1,1.2584460000000002,2.7850515,18.0
SIMD,elemmul,f64,3981793,1,0,1.3055580000000002,2.6868344444444445,18.0
SIMD,elemmul,f64,3981793,1,1,1.160770722222222,3.1243959444444447,18.0
SIMD,elemmul,f64,5547302,0,0,1.1305093333333334,3.163091888888889,18.0
SIMD,elemmul,f64,5547302,0,1,1.1819667777777778,2.985460388888889,18.0
SIMD,elemmul,f64,5547302,1,0,1.2323674999999998,2.8585730000000003,18.0
SIMD,elemmul,f64,5547302,1,1,1.1863182777777779,2.974808222222222,18.0
SIMD,elemmul,f64,7728318,0,0,1.2312113333333334,2.8473645555555556,18.0
SIMD,elemmul,f64,7728318,0,1,1.2340604444444445,2.8385077222222224,18.0
SIMD,elemmul,f64,7728318,1,0,1.1983439444444444,2.9243801111111107,18.0
SIMD,elemmul,f64,7728318,1,1,1.2138144444444445,2.8866156666666662,18.0
SIMD,elemmul,f64,10766836,0,0,1.2303294999999999,2.8494705000000002,18.0
SIMD,elemmul,f64,10766836,0,1,1.233946611111111,2.838338888888889,18.0
SIMD,elemmul,f64,10766836,1,0,1.2190677777777779,2.8735266111111115,18.0
SIMD,elemmul,f64,10766836,1,1,1.2338978333333332,2.8390879999999994,18.0
SIMD,elemmul,f64,15000000,0,0,1.258491,2.7821421666666666,18.0
SIMD,elemmul,f64,15000000,0,1,1.253328611111111,2.793024388888889,18.0
SIMD,elemmul,f64,15000000,1,0,1.2220107777777778,2.8678146111111107,18.0
SIMD,elemmul,f64,15000000,1,1,1.2303040555555556,2.8494377777777777,18.0
SIMD,elemmul,i32,1000,0,0,12.289222055555555,0.2849785555555555,18.0
SIMD,elemmul,i32,1000,0,1,11.342445888888891,0.30877777777777776,18.0
SIMD,elemmul,i32,1000,1,0,12.772235,0.27420373684210525,19.0
SIMD,elemmul,i32,1000,1,1,8.936730842105263,0.39236842105263153,19.0
SIMD,elemmul,i32,1393,0,0,13.531943947368422,0.2592933157894737,19.0
SIMD,elemmul,i32,1393,0,1,12.563004631578949,0.2822004210526316,19.0
SIMD,elemmul,i32,1393,1,0,13.52225294736842,0.25902936842105256,19.0
SIMD,elemmul,i32,1393,1,1,9.722354277777777,0.36125072222222226,18.0
SIMD,elemmul,i32,1941,0,0,16.483437666666667,0.21234872222222223,18.0
SIMD,elemmul,i32,1941,0,1,15.265259947368419,0.22957484210526316,19.0
SIMD,elemmul,i32,1941,1,0,14.987263055555555,0.23435355555555556,18.0
SIMD,elemmul,i32,1941,1,1,12.348984166666666,0.28360233333333335,18.0
SIMD,elemmul,i32,2704,0,0,17.562541473684213,0.1993854736842105,19.0
SIMD,elemmul,i32,2704,0,1,16.800896736842102,0.2083268947368421,19.0
SIMD,elemmul,i32,2704,1,0,16.614996333333337,0.21067816666666667,18.0
SIMD,elemmul,i32,2704,1,1,14.776484157894737,0.23843821052631578,19.0
SIMD,elemmul,i32,3767,0,0,18.680606833333336,0.1875331111111111,18.0
SIMD,elemmul,i32,3767,0,1,17.431676210526316,0.20083684210526317,19.0
SIMD,elemmul,i32,3767,1,0,10.115045555555557,0.3471632777777777,18.0
SIMD,elemmul,i32,3767,1,1,14.451450500000002,0.24224255555555554,18.0
SIMD,elemmul,i32,5248,0,0,10.06603338888889,0.3478226111111112,18.0
SIMD,elemmul,i32,5248,0,1,9.279760368421053,0.3774418947368421,19.0
SIMD,elemmul,i32,5248,1,0,7.678702722222222,0.45669088888888887,18.0
SIMD,elemmul,i32,5248,1,1,10.1110855,0.3462058333333333,18.0
SIMD,elemmul,i32,7312,0,0,9.732820611111112,0.3597288333333333,18.0
SIMD,elemmul,i32,7312,0,1,14.652846000000002,0.23896022222222216,18.0
SIMD,elemmul,i32,7312,1,0,8.238561888888889,0.4248538333333334,18.0
SIMD,elemmul,i32,7312,1,1,11.331949,0.3109993888888889,18.0
SIMD,elemmul,i32,10186,0,0,14.325414000000002,0.2537757222222222,18.0
SIMD,elemmul,i32,10186,0,1,16.059396055555553,0.21824888888888888,18.0
SIMD,elemmul,i32,10186,1,0,12.952680166666667,0.2702452777777778,18.0
SIMD,elemmul,i32,10186,1,1,12.903354555555557,0.2712601111111111,18.0
SIMD,elemmul,i32,14191,0,0,10.358643388888888,0.3383118333333333,18.0
SIMD,elemmul,i32,14191,0,1,15.984696944444444,0.21919022222222223,18.0
SIMD,elemmul,i32,14191,1,0,13.241890421052634,0.26432400000000006,19.0
SIMD,elemmul,i32,14191,1,1,12.987980631578946,0.2694815263157895,19.0
SIMD,elemmul,i32,19771,0,0,10.56141705263158,0.33142784210526316,19.0
SIMD,elemmul,i32,19771,0,1,15.202242666666669,0.2302726111111111,18.0
SIMD,elemmul,i32,19771,1,0,12.776766333333333,0.27425166666666667,18.0
SIMD,elemmul,i32,19771,1,1,12.902222444444444,0.27127388888888887,18.0
SIMD,elemmul,i32,27544,0,0,13.509976277777778,0.27128483333333336,18.0
SIMD,elemmul,i32,27544,0,1,15.646260277777778,0.22376927777777775,18.0
SIMD,elemmul,i32,27544,1,0,12.597290333333333,0.2780964444444445,18.0
SIMD,elemmul,i32,27544,1,1,12.91132138888889,0.27108144444444443,18.0
SIMD,elemmul,i32,38374,0,0,15.498862473684213,0.22582673684210525,19.0
SIMD,elemmul,i32,38374,0,1,14.726425166666665,0.23770722222222224,18.0
SIMD,elemmul,i32,38374,1,0,11.710360444444444,0.3003027222222222,18.0
SIMD,elemmul,i32,38374,1,1,13.000234388888892,0.2692396111111111,18.0
SIMD,elemmul,i32,53461,0,0,16.16766283333333,0.21648422222222222,18.0
SIMD,elemmul,i32,53461,0,1,14.964345444444442,0.2339363333333333,18.0
SIMD,elemmul,i32,53461,1,0,11.786708944444444,0.29695833333333327,18.0
SIMD,elemmul,i32,53461,1,1,10.676625055555556,0.3433666111111111,18.0
SIMD,elemmul,i32,74480,0,0,11.784959166666665,0.2970562222222223,18.0
SIMD,elemmul,i32,74480,0,1,13.731682777777777,0.2550438888888889,18.0
SIMD,elemmul,i32,74480,1,0,11.475793388888889,0.30506294444444443,18.0
SIMD,elemmul,i32,74480,1,1,11.088511222222222,0.31567727777777776,18.0
SIMD,elemmul,i32,103763,0,0,7.417957722222222,0.4939215555555555,18.0
SIMD,elemmul,i32,103763,0,1,8.805657055555555,0.40002550000000003,18.0
SIMD,elemmul,i32,103763,1,0,7.827300833333333,0.45339138888888886,18.0
SIMD,elemmul,i32,103763,1,1,8.192532,0.4272725555555555,18.0
SIMD,elemmul,i32,144560,0,0,6.226769666666666,0.5636322777777776,18.0
SIMD,elemmul,i32,144560,0,1,6.055571277777777,0.5781963333333333,18.0
SIMD,elemmul,i32,144560,1,0,6.205919722222222,0.5648147777777778,18.0
SIMD,elemmul,i32,144560,1,1,6.229046111111112,0.5620192222222222,18.0
SIMD,elemmul,i32,201396,0,0,6.489132333333334,0.5457833333333333,18.0
SIMD,elemmul,i32,201396,0,1,4.9224477222222225,0.7132863888888888,18.0
SIMD,elemmul,i32,201396,1,0,5.040953777777777,0.6970866666666667,18.0
SIMD,elemmul,i32,201396,1,1,6.614340111111111,0.5317842777777778,18.0
SIMD,elemmul,i32,280578,0,0,4.419785611111112,0.8000232222222222,18.0
SIMD,elemmul,i32,280578,0,1,3.953924722222222,0.974794,18.0
SIMD,elemmul,i32,280578,1,0,4.837065277777778,0.7235803888888889,18.0
SIMD,elemmul,i32,280578,1,1,6.345396388888889,0.552136611111111,18.0
SIMD,elemmul,i32,390892,0,0,4.406993666666668,0.802521111111111,18.0
SIMD,elemmul,i32,390892,0,1,4.124387333333334,0.8631316111111111,18.0
SIMD,elemmul,i32,390892,1,0,5.499809777777778,0.6528985555555555,18.0
SIMD,elemmul,i32,390892,1,1,5.988392777777778,0.5851663888888888,18.0
SIMD,elemmul,i32,544578,0,0,4.669953388888889,0.7542008333333334,18.0
SIMD,elemmul,i32,544578,0,1,4.205016,0.83592,18.0
SIMD,elemmul,i32,544578,1,0,5.796462888888889,0.6267431111111111,18.0
SIMD,elemmul,i32,544578,1,1,4.415664333333333,0.8118441666666666,18.0
SIMD,elemmul,i32,758688,0,0,5.262163055555556,0.6793434444444445,18.0
SIMD,elemmul,i32,758688,0,1,4.224013722222222,0.8313551111111112,18.0
SIMD,elemmul,i32,758688,1,0,3.8405030555555553,0.9465291111111112,18.0
SIMD,elemmul,i32,758688,1,1,4.860662666666666,0.7400214444444445,18.0
SIMD,elemmul,i32,1056978,0,0,5.528862722222223,0.6468015,18.0
SIMD,elemmul,i32,1056978,0,1,4.1591886111111105,0.8451819444444445,18.0
SIMD,elemmul,i32,1056978,1,0,5.302851277777779,0.6720122777777777,18.0
SIMD,elemmul,i32,1056978,1,1,5.3603237777777775,0.6615839444444445,18.0
SIMD,elemmul,i32,1472547,0,0,3.792583833333334,1.0272891666666666,18.0
SIMD,elemmul,i32,1472547,0,1,4.242039388888889,0.8304425,18.0
SIMD,elemmul,i32,1472547,1,0,4.264927111111111,0.8554055000000002,18.0
SIMD,elemmul,i32,1472547,1,1,4.065255555555556,0.8806111111111111,18.0
SIMD,elemmul,i32,2051504,0,0,2.8308544999999996,1.2619371666666668,18.0
SIMD,elemmul,i32,2051504,0,1,2.914315666666667,1.2303103888888889,18.0
SIMD,elemmul,i32,2051504,1,0,3.2634359444444443,1.086774222222222,18.0
SIMD,elemmul,i32,2051504,1,1,3.5151161666666666,1.0531582222222222,18.0
SIMD,elemmul,i32,2858088,0,0,2.698857444444444,1.3446246666666668,18.0
SIMD,elemmul,i32,2858088,0,1,2.6563141666666663,1.3328448333333336,18.0
SIMD,elemmul,i32,2858088,1,0,2.883998944444444,1.2237950555555557,18.0
SIMD,elemmul,i32,2858088,1,1,2.776555944444444,1.2737191111111108,18.0
SIMD,elemmul,i32,3981793,0,0,2.5524885,1.375344222222222,18.0
SIMD,elemmul,i32,3981793,0,1,2.4271600555555555,1.4520731111111111,18.0
SIMD,elemmul,i32,3981793,1,0,2.7288003888888896,1.2845125000000002,18.0
SIMD,elemmul,i32,3981793,1,1,2.5562024444444447,1.3844350555555556,18.0
SIMD,elemmul,i32,5547302,0,0,2.3536321111111107,1.4961839444444442,18.0
SIMD,elemmul,i32,5547302,0,1,2.1909902777777774,1.6116700000000002,18.0
SIMD,elemmul,i32,5547302,1,0,2.4218341666666667,1.4506586666666665,18.0
SIMD,elemmul,i32,5547302,1,1,2.3263615555555557,1.5121705555555556,18.0
SIMD,elemmul,i32,7728318,0,0,2.449797111111111,1.4322216666666667,18.0
SIMD,elemmul,i32,7728318,0,1,2.468598166666667,1.4203001666666668,18.0
SIMD,elemmul,i32,7728318,1,0,2.466611888888889,1.4238694444444446,18.0
SIMD,elemmul,i32,7728318,1,1,2.5828474444444445,1.3575454444444448,18.0
SIMD,elemmul,i32,10766836,0,0,2.329129388888889,1.515269166666667,18.0
SIMD,elemmul,i32,10766836,0,1,2.4754351111111115,1.4176028333333333,18.0
SIMD,elemmul,i32,10766836,1,0,2.398485611111111,1.4657576666666667,18.0
SIMD,elemmul,i32,10766836,1,1,2.516049777777778,1.3935099444444443,18.0
SIMD,elemmul,i32,15000000,0,0,2.438262111111111,1.4359151666666667,18.0
SIMD,elemmul,i32,15000000,0,1,2.3454041666666665,1.4973628888888892,18.0
SIMD,elemmul,i32,15000000,1,0,2.4543989444444443,1.426746333333333,18.0
SIMD,elemmul,i32,15000000,1,1,2.352005,1.4926467222222224,18.0
SIMD,saxpy,f32,1000,0,0,25.106930000000002,0.2815500526315789,19.0
SIMD,saxpy,f32,1000,0,1,25.49158027777778,0.2761111111111111,18.0
SIMD,saxpy,f32,1000,1,0,24.821956052631577,0.28210115789473683,19.0
SIMD,saxpy,f32,1000,1,1,23.95632211111111,0.29244444444444445,18.0
SIMD,saxpy,f32,1393,0,0,29.58535078947369,0.2376526842105263,19.0
SIMD,saxpy,f32,1393,0,1,33.441767,0.21049677777777775,18.0
SIMD,saxpy,f32,1393,1,0,29.581276157894735,0.236729,19.0
SIMD,saxpy,f32,1393,1,1,29.801187263157896,0.23499078947368424,19.0
SIMD,saxpy,f32,1941,0,0,34.26692321052631,0.20477326315789476,19.0
SIMD,saxpy,f32,1941,0,1,34.87545288888889,0.20115627777777778,18.0
SIMD,saxpy,f32,1941,1,0,29.61061516666667,0.23655405555555553,18.0
SIMD,saxpy,f32,1941,1,1,39.503734684210535,0.17728236842105263,19.0
SIMD,saxpy,f32,2704,0,0,36.78211699999999,0.19060721052631577,19.0
SIMD,saxpy,f32,2704,0,1,54.67496355555555,0.13317716666666668,18.0
SIMD,saxpy,f32,2704,1,0,34.70218442105263,0.20176715789473684,19.0
SIMD,saxpy,f32,2704,1,1,34.584965777777775,0.20242638888888886,18.0
SIMD,saxpy,f32,3767,0,0,61.96273947368421,0.11301821052631578,19.0
SIMD,saxpy,f32,3767,0,1,63.790084578947386,0.10978294736842106,19.0
SIMD,saxpy,f32,3767,1,0,46.308610578947366,0.15117957894736841,19.0
SIMD,saxpy,f32,3767,1,1,38.51383044444444,0.18179816666666668,18.0
SIMD,saxpy,f32,5248,0,0,65.09534172222223,0.10757216666666666,18.0
SIMD,saxpy,f32,5248,0,1,65.1051193888889,0.10767033333333333,18.0
SIMD,saxpy,f32,5248,1,0,45.25001433333333,0.1547112777777778,18.0
SIMD,saxpy,f32,5248,1,1,44.88282816666667,0.15643022222222225,18.0
SIMD,saxpy,f32,7312,0,0,46.85676527777778,0.14992033333333332,18.0
SIMD,saxpy,f32,7312,0,1,34.7401177368421,0.20159352631578945,19.0
SIMD,saxpy,f32,7312,1,0,33.431041388888886,0.20951627777777776,18.0
SIMD,saxpy,f32,7312,1,1,33.59832815789474,0.20842089473684214,19.0
SIMD,saxpy,f32,10186,0,0,36.71147494444445,0.19129577777777776,18.0
SIMD,saxpy,f32,10186,0,1,37.885950666666666,0.18501422222222222,18.0
SIMD,saxpy,f32,10186,1,0,29.84050477777778,0.23459666666666668,18.0
SIMD,saxpy,f32,10186,1,1,29.918220777777783,0.23397855555555555,18.0
SIMD,saxpy,f32,14191,0,0,38.609701666666666,0.18140300000000004,18.0
SIMD,saxpy,f32,14191,0,1,41.6063165,0.16824633333333336,18.0
SIMD,saxpy,f32,14191,1,0,28.675066833333332,0.2441172222222222,18.0
SIMD,saxpy,f32,14191,1,1,18.405735888888888,0.38072266666666665,18.0
SIMD,saxpy,f32,19771,0,0,38.3129935,0.18285083333333332,18.0
SIMD,saxpy,f32,19771,0,1,42.47131377777779,0.16482183333333333,18.0
SIMD,saxpy,f32,19771,1,0,18.288809222222223,0.384326,18.0
SIMD,saxpy,f32,19771,1,1,29.29696488888889,0.23893711111111107,18.0
SIMD,saxpy,f32,27544,0,0,36.4858335,0.1920516111111111,18.0
SIMD,saxpy,f32,27544,0,1,27.718405222222216,0.25256461111111117,18.0
SIMD,saxpy,f32,27544,1,0,28.139927222222223,0.24883138888888887,18.0
SIMD,saxpy,f32,27544,1,1,23.806245777777775,0.30917399999999995,18.0
SIMD,saxpy,f32,38374,0,0,36.17753294444444,0.19361855555555554,18.0
SIMD,saxpy,f32,38374,0,1,40.99339677777778,0.17076083333333333,18.0
SIMD,saxpy,f32,38374,1,0,28.81118233333334,0.24296299999999998,18.0
SIMD,saxpy,f32,38374,1,1,28.800514444444445,0.24305305555555556,18.0
SIMD,saxpy,f32,53461,0,0,35.348873,0.1983177777777778,18.0
SIMD,saxpy,f32,53461,0,1,40.60092177777778,0.17241077777777777,18.0
SIMD,saxpy,f32,53461,1,0,28.65994022222222,0.24429944444444449,18.0
SIMD,saxpy,f32,53461,1,1,30.594968888888893,0.2287971666666667,18.0
SIMD,saxpy,f32,74480,0,0,31.365438444444447,0.22469594444444446,18.0
SIMD,saxpy,f32,74480,0,1,40.06663749999999,0.17471016666666667,18.0
SIMD,saxpy,f32,74480,1,0,30.602261222222225,0.2287421666666667,18.0
SIMD,saxpy,f32,74480,1,1,30.537467500000005,0.2292342222222222,18.0
SIMD,saxpy,f32,103763,0,0,28.345360833333338,0.24764177777777777,18.0
SIMD,saxpy,f32,103763,0,1,38.33313611111111,0.18261255555555556,18.0
SIMD,saxpy,f32,103763,1,0,27.024878888888892,0.2591118333333333,18.0
SIMD,saxpy,f32,103763,1,1,29.50331727777778,0.2373798888888889,18.0
SIMD,saxpy,f32,144560,0,0,26.63465066666667,0.263147,18.0
SIMD,saxpy,f32,144560,0,1,32.60246105555556,0.21553666666666665,18.0
SIMD,saxpy,f32,144560,1,0,26.377333944444445,0.2668080555555556,18.0
SIMD,saxpy,f32,144560,1,1,27.52063661111111,0.2546743888888889,18.0
SIMD,saxpy,f32,201396,0,0,19.509531666666664,0.3601353333333333,18.0
SIMD,saxpy,f32,201396,0,1,24.65328811111111,0.28642905555555553,18.0
SIMD,saxpy,f32,201396,1,0,24.09897705555555,0.2905008333333334,18.0
SIMD,saxpy,f32,201396,1,1,23.515647777777776,0.29770961111111105,18.0
SIMD,saxpy,f32,280578,0,0,14.81256661111111,0.487088611111111,18.0
SIMD,saxpy,f32,280578,0,1,14.755874499999997,0.4789764444444445,18.0
SIMD,saxpy,f32,280578,1,0,20.519840333333335,0.3413043888888889,18.0
SIMD,saxpy,f32,280578,1,1,17.638130388888886,0.41390683333333333,18.0
SIMD,saxpy,f32,390892,0,0,14.061252333333332,0.49916255555555555,18.0
SIMD,saxpy,f32,390892,0,1,19.319054111111107,0.36240533333333336,18.0
SIMD,saxpy,f32,390892,1,0,14.581683888888888,0.4897511666666667,18.0
SIMD,saxpy,f32,390892,1,1,14.148949666666667,0.4951472222222223,18.0
SIMD,saxpy,f32,544578,0,0,12.943926166666666,0.5434351111111111,18.0
SIMD,saxpy,f32,544578,0,1,16.685138555555554,0.42141549999999994,18.0
