kernel,dtype,access,stride,misaligned,tail_multiple,N,trial,time_s,GFLOPs,GiBps,ns_per_elem,arith_intensity,checksum
stencil,f32,unit,1,0,1,2097152,0,0.001116,5.636334,13.997986,0.532261,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,1,0.000854,7.370220,18.304140,0.407043,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,2,0.000810,7.764699,19.283838,0.386364,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,3,0.001198,5.251321,13.041798,0.571285,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,4,0.001731,3.634274,9.025818,0.825474,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,5,0.001003,6.274696,15.583377,0.478111,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,6,0.000924,6.810173,16.913248,0.440517,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,7,0.000858,7.330222,18.204803,0.409265,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,8,0.000845,7.441582,18.481370,0.403140,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,9,0.000941,6.683468,16.598573,0.448869,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,10,0.000862,7.299816,18.129289,0.410969,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,11,0.000824,7.638062,18.969331,0.392770,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,12,0.000867,7.256724,18.022268,0.413410,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,13,0.001050,5.990077,14.876518,0.500828,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,14,0.000838,7.510178,18.651728,0.399458,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,15,0.000862,7.301197,18.132719,0.410892,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,16,0.000823,7.648080,18.994212,0.392255,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,17,0.000838,7.504785,18.638334,0.399745,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,18,0.000825,7.629993,18.949294,0.393185,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,19,0.000866,7.262688,18.037081,0.413070,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,20,0.000863,7.287269,18.098127,0.411677,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,21,0.000972,6.471406,16.071912,0.463578,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,22,0.000927,6.785472,16.851903,0.442121,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,23,0.000828,7.594809,18.861911,0.395007,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,24,0.000885,7.107191,17.650900,0.422108,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,25,0.000915,6.876712,17.078500,0.436255,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,26,0.001020,6.167096,15.316150,0.486453,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,27,0.000897,7.017211,17.427432,0.427520,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,28,0.000812,7.748843,19.244459,0.387155,0.375000,863.027825
stencil,f32,unit,1,0,1,2097152,29,0.000814,7.725635,19.186823,0.388318,0.375000,863.027825
