kernel,dtype,access,stride,misaligned,tail_multiple,N,trial,time_s,GFLOPs,GiBps,ns_per_elem,arith_intensity,checksum
saxpy,f32,unit,1,0,1,2097152,0,0.001731,2.423342,13.541481,0.825306,0.166667,2458.213085
saxpy,f32,unit,1,0,1,2097152,1,0.002306,1.818840,10.163562,1.099602,0.166667,4182.288329
saxpy,f32,unit,1,0,1,2097152,2,0.002671,1.570543,8.776095,1.273445,0.166667,5906.363564
saxpy,f32,unit,1,0,1,2097152,3,0.003057,1.372068,7.667028,1.457654,0.166667,7630.439209
saxpy,f32,unit,1,0,1,2097152,4,0.001284,3.267663,18.259492,0.612058,0.166667,9354.514669
saxpy,f32,unit,1,0,1,2097152,5,0.001367,3.067339,17.140093,0.652031,0.166667,11078.589600
saxpy,f32,unit,1,0,1,2097152,6,0.001251,3.352426,18.733140,0.596583,0.166667,12802.664499
saxpy,f32,unit,1,0,1,2097152,7,0.001394,3.009338,16.815987,0.664598,0.166667,14526.739624
saxpy,f32,unit,1,0,1,2097152,8,0.001251,3.352852,18.735521,0.596507,0.166667,16250.813335
saxpy,f32,unit,1,0,1,2097152,9,0.001210,3.466075,19.368202,0.577022,0.166667,17974.887742
saxpy,f32,unit,1,0,1,2097152,10,0.001191,3.522929,19.685899,0.567709,0.166667,19698.962257
saxpy,f32,unit,1,0,1,2097152,11,0.001599,2.623275,14.658689,0.762406,0.166667,21423.036890
saxpy,f32,unit,1,0,1,2097152,12,0.001331,3.151157,17.608464,0.634687,0.166667,23147.111189
saxpy,f32,unit,1,0,1,2097152,13,0.001432,2.929378,16.369175,0.682739,0.166667,24871.185521
saxpy,f32,unit,1,0,1,2097152,14,0.001235,3.395782,18.975413,0.588966,0.166667,26595.259879
saxpy,f32,unit,1,0,1,2097152,15,0.001135,3.696676,20.656787,0.541027,0.166667,28319.336150
saxpy,f32,unit,1,0,1,2097152,16,0.001348,3.112245,17.391024,0.642623,0.166667,30043.412017
saxpy,f32,unit,1,0,1,2097152,17,0.001342,3.125811,17.466831,0.639834,0.166667,31767.487430
saxpy,f32,unit,1,0,1,2097152,18,0.001409,2.977509,16.638129,0.671702,0.166667,33491.563255
saxpy,f32,unit,1,0,1,2097152,19,0.001510,2.777812,15.522232,0.719991,0.166667,35215.639899
saxpy,f32,unit,1,0,1,2097152,20,0.001949,2.152426,12.027619,0.929184,0.166667,36939.716527
saxpy,f32,unit,1,0,1,2097152,21,0.001692,2.479066,13.852859,0.806756,0.166667,38663.793031
saxpy,f32,unit,1,0,1,2097152,22,0.001936,2.166508,12.106309,0.923144,0.166667,40387.870051
saxpy,f32,unit,1,0,1,2097152,23,0.001329,3.156344,17.637444,0.633645,0.166667,42111.947338
saxpy,f32,unit,1,0,1,2097152,24,0.001291,3.248442,18.152085,0.615680,0.166667,43836.024342
saxpy,f32,unit,1,0,1,2097152,25,0.001361,3.080921,17.215987,0.649157,0.166667,45560.101972
saxpy,f32,unit,1,0,1,2097152,26,0.001601,2.619979,14.640276,0.763365,0.166667,47284.179448
saxpy,f32,unit,1,0,1,2097152,27,0.001305,3.213152,17.954886,0.622442,0.166667,49008.256977
saxpy,f32,unit,1,0,1,2097152,28,0.001539,2.724738,15.225661,0.734015,0.166667,50732.334546
saxpy,f32,unit,1,0,1,2097152,29,0.002222,1.887629,10.547949,1.059530,0.166667,52456.412271
