kernel,dtype,access,stride,misaligned,tail_multiple,N,trial,time_s,GFLOPs,GiBps,ns_per_elem,arith_intensity,checksum
stencil,f32,unit,1,0,1,40960,0,0.000036,3.431731,8.522797,0.874194,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,1,0.000030,4.046631,10.049917,0.741357,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,2,0.000035,3.486749,8.659434,0.860400,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,3,0.000038,3.246328,8.062342,0.924121,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,4,0.000036,3.387550,8.413072,0.885596,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,5,0.000034,3.601196,8.943666,0.833057,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,6,0.000043,2.871766,7.132108,1.044653,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,7,0.000034,3.593823,8.925356,0.834766,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,8,0.000033,3.725443,9.252237,0.805273,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,9,0.000038,3.272088,8.126319,0.916846,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,10,0.000030,4.104894,10.194614,0.730835,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,11,0.000029,4.306441,10.695163,0.696631,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,12,0.000037,3.328368,8.266090,0.901343,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,13,0.000034,3.591092,8.918574,0.835400,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,14,0.000041,2.992912,7.432978,1.002368,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,15,0.000035,3.537744,8.786082,0.847998,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,16,0.000034,3.645642,9.054049,0.822900,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,17,0.000025,4.922288,12.224635,0.609473,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,18,0.000025,4.948454,12.289617,0.606250,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,19,0.000025,4.953041,12.301011,0.605688,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,20,0.000025,4.947856,12.288133,0.606323,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,21,0.000024,5.226712,12.980680,0.573975,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,22,0.000024,5.224712,12.975712,0.574194,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,23,0.000024,5.160423,12.816050,0.581348,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,24,0.000024,5.227379,12.982336,0.573901,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,25,0.000023,5.273820,13.097673,0.568848,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,26,0.000023,5.231162,12.991732,0.573486,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,27,0.000023,5.229604,12.987861,0.573657,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,28,0.000024,5.194673,12.901111,0.577515,0.375000,1993.069472
stencil,f32,unit,1,0,1,40960,29,0.000023,5.265684,13.077467,0.569727,0.375000,1993.069472
