kernel,dtype,access,stride,misaligned,tail_multiple,N,trial,time_s,GFLOPs,GiBps,ns_per_elem,arith_intensity,checksum
stencil,f32,unit,1,0,1,11180000,0,0.005420,6.187775,15.367506,0.484827,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,1,0.005717,5.867098,14.571096,0.511326,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,2,0.005262,6.374335,15.830833,0.470637,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,3,0.005310,6.316482,15.687152,0.474948,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,4,0.004650,7.213375,17.914610,0.415894,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,5,0.004889,6.859806,17.036513,0.437330,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,6,0.004633,7.238787,17.977722,0.414434,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,7,0.004869,6.888530,17.107850,0.435507,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,8,0.004624,7.252800,18.012523,0.413633,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,9,0.005615,5.973595,14.835585,0.502210,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,10,0.009233,3.632807,9.022174,0.825808,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,11,0.004678,7.169985,17.806851,0.418411,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,12,0.005094,6.584306,16.352301,0.455629,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,13,0.005530,6.065296,15.063325,0.494617,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,14,0.006563,5.110546,12.692177,0.587021,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,15,0.006044,5.549301,13.781839,0.540609,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,16,0.006548,5.122378,12.721564,0.585665,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,17,0.005567,6.024616,14.962295,0.497957,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,18,0.008136,4.122470,10.238265,0.727719,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,19,0.007085,4.733853,11.756652,0.633733,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,20,0.006113,5.486749,13.626487,0.546772,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,21,0.006323,5.304272,13.173302,0.565582,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,22,0.007626,4.398273,10.923230,0.682086,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,23,0.007603,4.411639,10.956423,0.680019,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,24,0.006804,4.929758,12.243185,0.608549,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,25,0.007056,4.753442,11.805300,0.631122,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,26,0.006044,5.549031,13.781167,0.540635,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,27,0.007519,4.460498,11.077768,0.672571,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,28,0.007867,4.263128,10.587592,0.703709,0.375000,1598.030315
stencil,f32,unit,1,0,1,11180000,29,0.006959,4.819391,11.969086,0.622485,0.375000,1598.030315
