kernel,dtype,access,stride,misaligned,tail_multiple,N,trial,time_s,GFLOPs,GiBps,ns_per_elem,arith_intensity,checksum
saxpy,f32,unit,1,0,1,40960,0,0.000029,2.825705,15.789855,0.707788,0.166667,7853.791954
saxpy,f32,unit,1,0,1,40960,1,0.000028,2.881058,16.099166,0.694189,0.166667,11839.696074
saxpy,f32,unit,1,0,1,40960,2,0.000024,3.344219,18.687282,0.598047,0.166667,15825.600179
saxpy,f32,unit,1,0,1,40960,3,0.000083,0.991300,5.539318,2.017554,0.166667,19811.504370
saxpy,f32,unit,1,0,1,40960,4,0.000020,4.192640,23.428204,0.477026,0.166667,23797.408502
saxpy,f32,unit,1,0,1,40960,5,0.000018,4.622764,25.831707,0.432642,0.166667,27783.312594
saxpy,f32,unit,1,0,1,40960,6,0.000018,4.675265,26.125081,0.427783,0.166667,31769.216745
saxpy,f32,unit,1,0,1,40960,7,0.000019,4.278254,23.906605,0.467480,0.166667,35755.120839
saxpy,f32,unit,1,0,1,40960,8,0.000017,4.774449,26.679314,0.418896,0.166667,39741.025041
saxpy,f32,unit,1,0,1,40960,9,0.000018,4.450723,24.870351,0.449365,0.166667,43726.929203
saxpy,f32,unit,1,0,1,40960,10,0.000019,4.256911,23.787345,0.469824,0.166667,47712.833447
saxpy,f32,unit,1,0,1,40960,11,0.000017,4.924853,27.519759,0.406104,0.166667,51698.737683
saxpy,f32,unit,1,0,1,40960,12,0.000018,4.438184,24.800286,0.450635,0.166667,55684.641881
saxpy,f32,unit,1,0,1,40960,13,0.000019,4.345428,24.281969,0.460254,0.166667,59670.546079
saxpy,f32,unit,1,0,1,40960,14,0.000018,4.474547,25.003478,0.446973,0.166667,63656.450262
saxpy,f32,unit,1,0,1,40960,15,0.000019,4.250947,23.754018,0.470483,0.166667,67642.354257
saxpy,f32,unit,1,0,1,40960,16,0.000019,4.246760,23.730621,0.470947,0.166667,71628.258163
saxpy,f32,unit,1,0,1,40960,17,0.000020,4.192211,23.425806,0.477075,0.166667,75614.162129
saxpy,f32,unit,1,0,1,40960,18,0.000018,4.437944,24.798942,0.450659,0.166667,79600.066010
saxpy,f32,unit,1,0,1,40960,19,0.000018,4.630603,25.875511,0.431909,0.166667,83585.969957
saxpy,f32,unit,1,0,1,40960,20,0.000017,4.725427,26.405380,0.423242,0.166667,87571.873793
saxpy,f32,unit,1,0,1,40960,21,0.000019,4.356288,24.342657,0.459106,0.166667,91557.777646
saxpy,f32,unit,1,0,1,40960,22,0.000018,4.588842,25.642151,0.435840,0.166667,95543.681506
saxpy,f32,unit,1,0,1,40960,23,0.000020,4.114102,22.989337,0.486133,0.166667,99529.585346
saxpy,f32,unit,1,0,1,40960,24,0.000019,4.389904,24.530501,0.455591,0.166667,103515.489175
saxpy,f32,unit,1,0,1,40960,25,0.000018,4.668870,26.089346,0.428369,0.166667,107501.392968
saxpy,f32,unit,1,0,1,40960,26,0.000018,4.608461,25.751782,0.433984,0.166667,111487.296869
saxpy,f32,unit,1,0,1,40960,27,0.000019,4.421416,24.706589,0.452344,0.166667,115473.200744
saxpy,f32,unit,1,0,1,40960,28,0.000019,4.287658,23.959158,0.466455,0.166667,119459.104631
saxpy,f32,unit,1,0,1,40960,29,0.000018,4.524717,25.283826,0.442017,0.166667,123445.008495
