kernel,dtype,N,trial,misaligned,tail_multiple,GFLOPs,CPE
saxpy,f32,5248,2,0,0,22.202960,0.135117
saxpy,f32,5248,3,0,0,23.441964,0.127976
saxpy,f32,5248,4,0,0,22.536481,0.133118
saxpy,f32,5248,5,0,0,23.389755,0.128261
saxpy,f32,5248,6,0,0,23.441964,0.127976
saxpy,f32,5248,7,0,0,22.682505,0.132261
saxpy,f32,5248,8,0,0,22.780911,0.131689
saxpy,f32,5248,9,0,0,22.063025,0.135974
saxpy,f32,5248,10,0,0,23.653153,0.126833
saxpy,f32,5248,11,0,0,23.183223,0.129404
saxpy,f32,5248,12,0,0,18.686833,0.160541
saxpy,f32,5248,13,0,0,19.129326,0.156827
saxpy,f32,5248,14,0,0,22.930131,0.130832
saxpy,f32,5248,15,0,0,19.094545,0.157113
saxpy,f32,5248,16,0,0,19.164234,0.156542
saxpy,f32,5248,17,0,0,19.129326,0.156827
saxpy,f32,5248,18,0,0,19.129326,0.156827
saxpy,f32,5248,19,0,0,19.094545,0.157113
saxpy,f32,7312,0,0,0,12.120961,0.247505
saxpy,f32,7312,1,0,0,12.901235,0.232536
saxpy,f32,7312,2,0,0,12.833333,0.233766
saxpy,f32,7312,3,0,0,13.109319,0.228845
saxpy,f32,7312,4,0,0,13.263826,0.226179
saxpy,f32,7312,5,0,0,13.132855,0.228435
saxpy,f32,7312,6,0,0,13.215899,0.226999
saxpy,f32,7312,7,0,0,13.372943,0.224334
saxpy,f32,7312,8,0,0,11.741573,0.255502
saxpy,f32,7312,9,0,0,13.227848,0.226794
saxpy,f32,7312,10,0,0,13.324226,0.225154
saxpy,f32,7312,11,0,0,13.300000,0.225564
saxpy,f32,7312,12,0,0,13.324226,0.225154
saxpy,f32,7312,13,0,0,13.156475,0.228025
saxpy,f32,7312,14,0,0,13.156475,0.228025
saxpy,f32,7312,15,0,0,13.360731,0.224539
saxpy,f32,7312,16,0,0,13.251812,0.226384
saxpy,f32,7312,17,0,0,13.251812,0.226384
saxpy,f32,7312,18,0,0,13.251812,0.226384
saxpy,f32,7312,19,0,0,13.324226,0.225154
saxpy,f32,10186,0,0,0,11.239934,0.266905
saxpy,f32,10186,1,0,0,12.158711,0.246737
saxpy,f32,10186,2,0,0,11.889148,0.252331
saxpy,f32,10186,3,0,0,12.180514,0.246295
saxpy,f32,10186,4,0,0,12.224355,0.245412
saxpy,f32,10186,5,0,0,12.165970,0.246589
saxpy,f32,10186,6,0,0,12.224355,0.245412
saxpy,f32,10186,7,0,0,12.275904,0.244381
saxpy,f32,10186,8,0,0,12.173238,0.246442
saxpy,f32,10186,9,0,0,12.151461,0.246884
saxpy,f32,10186,10,0,0,12.380316,0.242320
saxpy,f32,10186,11,0,0,12.275904,0.244381
saxpy,f32,10186,12,0,0,12.231693,0.245265
saxpy,f32,10186,13,0,0,12.305556,0.243792
saxpy,f32,10186,14,0,0,12.144219,0.247031
saxpy,f32,10186,15,0,0,12.151461,0.246884
saxpy,f32,10186,16,0,0,12.173238,0.246442
saxpy,f32,10186,17,0,0,12.372799,0.242467
saxpy,f32,10186,18,0,0,12.261131,0.244676
saxpy,f32,10186,19,0,0,12.275904,0.244381
saxpy,f32,14191,0,0,0,11.549227,0.259758
saxpy,f32,14191,1,0,0,12.105757,0.247816
saxpy,f32,14191,2,0,0,12.090290,0.248133
