mode,kernel,dtype,access,stride,N,trial,GFLOPs,GiBps,CPE
scalar,saxpy,f32,gather,8,2307,4,2.064430,11.535899,2.518856
scalar,saxpy,f32,gather,8,2307,5,2.063506,11.530740,2.519983
scalar,saxpy,f32,gather,8,2307,6,2.070916,11.572143,2.510967
scalar,saxpy,f32,gather,8,2307,7,2.070916,11.572143,2.510967
scalar,saxpy,f32,gather,8,2307,8,2.042497,11.413340,2.545904
scalar,saxpy,f32,gather,8,2307,9,2.059821,11.510149,2.524491
scalar,saxpy,f32,gather,8,2307,10,2.055234,11.484514,2.530126
scalar,saxpy,f32,gather,8,2307,11,2.062584,11.525585,2.521110
scalar,saxpy,f32,gather,8,2307,12,2.062584,11.525585,2.521110
scalar,saxpy,f32,gather,8,2307,13,2.068131,11.556582,2.514348
scalar,saxpy,f32,gather,8,2307,14,2.059821,11.510149,2.524491
scalar,saxpy,f32,gather,8,2307,15,2.051578,11.464088,2.534634
scalar,saxpy,f32,gather,8,2307,16,2.058902,11.505013,2.525618
scalar,saxpy,f32,gather,8,2307,17,2.063506,11.530740,2.519983
scalar,saxpy,f32,gather,8,2307,18,2.057984,11.499881,2.526745
scalar,saxpy,f32,gather,8,2307,19,2.064430,11.535899,2.518856
scalar,saxpy,f32,gather,16,2307,0,2.068131,11.556582,2.514348
scalar,saxpy,f32,gather,16,2307,1,2.121379,11.854131,2.451235
scalar,saxpy,f32,gather,16,2307,2,2.111670,11.799878,2.462505
scalar,saxpy,f32,gather,16,2307,3,2.290963,12.801755,2.269788
scalar,saxpy,f32,gather,16,2307,4,2.140074,11.958597,2.429822
scalar,saxpy,f32,gather,16,2307,5,2.117485,11.832370,2.455743
scalar,saxpy,f32,gather,16,2307,6,2.146047,11.991969,2.423060
scalar,saxpy,f32,gather,16,2307,7,2.128229,11.892405,2.443346
scalar,saxpy,f32,gather,16,2307,8,2.120404,11.848683,2.452362
scalar,saxpy,f32,gather,16,2307,9,2.113605,11.810689,2.460251
scalar,saxpy,f32,gather,16,2307,10,2.125288,11.875972,2.446727
scalar,saxpy,f32,gather,16,2307,11,2.114574,11.816102,2.459124
scalar,saxpy,f32,gather,16,2307,12,2.120404,11.848683,2.452362
scalar,saxpy,f32,gather,16,2307,13,2.125288,11.875972,2.446727
scalar,saxpy,f32,gather,16,2307,14,2.120404,11.848683,2.452362
scalar,saxpy,f32,gather,16,2307,15,2.127248,11.886922,2.444473
scalar,saxpy,f32,gather,16,2307,16,2.146047,11.991969,2.423060
scalar,saxpy,f32,gather,16,2307,17,2.124309,11.870504,2.447854
scalar,saxpy,f32,gather,16,2307,18,2.119430,11.843240,2.453489
scalar,saxpy,f32,gather,16,2307,19,2.134135,11.925409,2.436584
scalar,saxpy,f32,gather,32,2307,0,2.254030,12.595376,2.306979
scalar,saxpy,f32,gather,32,2307,1,2.278519,12.732214,2.282185
scalar,saxpy,f32,gather,32,2307,2,2.125288,11.875972,2.446727
scalar,saxpy,f32,gather,32,2307,3,2.294381,12.820852,2.266407
scalar,saxpy,f32,gather,32,2307,4,2.295522,12.827231,2.265280
scalar,saxpy,f32,gather,32,2307,5,2.287556,12.782714,2.273169
scalar,saxpy,f32,gather,32,2307,6,2.287556,12.782714,2.273169
scalar,saxpy,f32,gather,32,2307,7,2.292101,12.808114,2.268661
scalar,saxpy,f32,gather,32,2307,8,2.294381,12.820852,2.266407
scalar,saxpy,f32,gather,32,2307,9,2.293241,12.814480,2.267534
scalar,saxpy,f32,gather,32,2307,10,2.298954,12.846405,2.261899
scalar,saxpy,f32,gather,32,2307,11,2.294381,12.820852,2.266407
scalar,saxpy,f32,gather,32,2307,12,2.297809,12.840007,2.263026
scalar,saxpy,f32,gather,32,2307,13,2.293241,12.814480,2.267534
scalar,saxpy,f32,gather,32,2307,14,2.294381,12.820852,2.266407
scalar,saxpy,f32,gather,32,2307,15,2.116514,11.826942,2.456870
scalar,saxpy,f32,gather,32,2307,16,2.296665,12.833616,2.264153
scalar,saxpy,f32,gather,32,2307,17,2.290963,12.801755,2.269788
scalar,saxpy,f32,gather,32,2307,18,2.295522,12.827231,2.265280
scalar,saxpy,f32,gather,32,2307,19,2.278519,12.732214,2.282185
scalar,saxpy,f32,gather,64,2307,0,2.225760,12.437402,2.336281
scalar,saxpy,f32,gather,64,2307,1,2.258443,12.620036,2.302471
scalar,saxpy,f32,gather,64,2307,2,2.289826,12.795402,2.270915
scalar,saxpy,f32,gather,64,2307,3,2.289826,12.795402,2.270915
scalar,saxpy,f32,gather,64,2307,4,2.290963,12.801755,2.269788
scalar,saxpy,f32,gather,64,2307,5,2.098226,11.724754,2.478283
scalar,saxpy,f32,gather,64,2307,6,2.298954,12.846405,2.261899
scalar,saxpy,f32,gather,64,2307,7,2.294381,12.820852,2.266407
scalar,saxpy,f32,gather,64,2307,8,2.295522,12.827231,2.265280
scalar,saxpy,f32,gather,64,2307,9,2.288690,12.789055,2.272042
scalar,saxpy,f32,gather,64,2307,10,2.294381,12.820852,2.266407
scalar,saxpy,f32,gather,64,2307,11,2.301247,12.859219,2.259645
scalar,saxpy,f32,gather,64,2307,12,2.141067,11.964146,2.428695
scalar,saxpy,f32,gather,64,2307,13,2.286422,12.776380,2.274296
scalar,saxpy,f32,gather,64,2307,14,2.287556,12.782714,2.273169
scalar,saxpy,f32,gather,64,2307,15,2.294381,12.820852,2.266407
scalar,saxpy,f32,gather,64,2307,16,2.296665,12.833616,2.264153
scalar,saxpy,f32,gather,64,2307,17,2.303545,12.872059,2.257391
scalar,saxpy,f32,gather,64,2307,18,2.294381,12.820852,2.266407
scalar,saxpy,f32,gather,64,2307,19,2.285290,12.770052,2.275423
scalar,saxpy,f32,gather,128,2307,0,2.101093,11.740771,2.474902
scalar,saxpy,f32,gather,128,2307,1,2.107812,11.778316,2.467013
scalar,saxpy,f32,gather,128,2307,2,2.140074,11.958597,2.429822
scalar,saxpy,f32,gather,128,2307,3,2.292101,12.808114,2.268661
scalar,saxpy,f32,gather,128,2307,4,2.294381,12.820852,2.266407
scalar,saxpy,f32,gather,128,2307,5,2.139082,11.953052,2.430949
scalar,saxpy,f32,gather,128,2307,6,2.135123,11.930927,2.435457
scalar,saxpy,f32,gather,128,2307,7,2.140074,11.958597,2.429822
scalar,saxpy,f32,gather,128,2307,8,2.140074,11.958597,2.429822
scalar,saxpy,f32,gather,128,2307,9,2.128229,11.892405,2.443346
scalar,saxpy,f32,gather,128,2307,10,2.134135,11.925409,2.436584
scalar,saxpy,f32,gather,128,2307,11,2.133148,11.919896,2.437711
scalar,saxpy,f32,gather,128,2307,12,2.137101,11.941980,2.433203
scalar,saxpy,f32,gather,128,2307,13,2.142061,11.969700,2.427568
scalar,saxpy,f32,gather,128,2307,14,2.132163,11.914387,2.438838
scalar,saxpy,f32,gather,128,2307,15,2.276270,12.719652,2.284439
scalar,saxpy,f32,gather,128,2307,16,2.132163,11.914387,2.438838
scalar,saxpy,f32,gather,128,2307,17,2.127248,11.886922,2.444473
scalar,saxpy,f32,gather,128,2307,18,2.116514,11.826942,2.456870
scalar,saxpy,f32,gather,128,2307,19,2.130194,11.903386,2.441092
scalar,saxpy,f32,gather,256,2307,0,2.218269,12.395545,2.344170
scalar,saxpy,f32,gather,256,2307,1,2.266208,12.663425,2.294582
scalar,saxpy,f32,gather,256,2307,2,2.283028,12.757414,2.277677
scalar,saxpy,f32,gather,256,2307,3,2.275148,12.713380,2.285566
scalar,saxpy,f32,gather,256,2307,4,2.265096,12.657209,2.295709
scalar,saxpy,f32,gather,256,2307,5,2.257339,12.613862,2.303598
scalar,saxpy,f32,gather,256,2307,6,2.266208,12.663425,2.294582
scalar,saxpy,f32,gather,256,2307,7,2.261765,12.638595,2.299090
scalar,saxpy,f32,gather,256,2307,8,2.266208,12.663425,2.294582
scalar,saxpy,f32,gather,256,2307,9,2.267322,12.669648,2.293455
scalar,saxpy,f32,gather,256,2307,10,2.255132,12.601532,2.305852
scalar,saxpy,f32,gather,256,2307,11,2.259549,12.626217,2.301344
scalar,saxpy,f32,gather,256,2307,12,2.263984,12.650998,2.296836
scalar,saxpy,f32,gather,256,2307,13,2.262874,12.644794,2.297963
scalar,saxpy,f32,gather,256,2307,14,2.270669,12.688353,2.290074
scalar,saxpy,f32,gather,256,2307,15,2.272906,12.700854,2.287820
scalar,saxpy,f32,gather,256,2307,16,2.268437,12.675877,2.292328
scalar,saxpy,f32,gather,256,2307,17,2.254030,12.595376,2.306979
scalar,saxpy,f32,gather,256,2307,18,2.259549,12.626217,2.301344
scalar,saxpy,f32,gather,256,2307,19,2.245255,12.546343,2.315995
scalar,saxpy,f32,gather,512,2307,0,1.621223,9.059288,3.207456
scalar,saxpy,f32,gather,512,2307,1,1.814392,10.138708,2.865973
scalar,saxpy,f32,gather,512,2307,2,1.820837,10.174718,2.855830
scalar,saxpy,f32,gather,512,2307,3,1.803753,10.079255,2.882878
scalar,saxpy,f32,gather,512,2307,4,1.812255,10.126761,2.869354
scalar,saxpy,f32,gather,512,2307,5,1.800937,10.063518,2.887386
scalar,saxpy,f32,gather,512,2307,6,1.817967,10.158682,2.860338
scalar,saxpy,f32,gather,512,2307,7,1.914523,10.698230,2.716081
scalar,saxpy,f32,gather,512,2307,8,1.812967,10.130740,2.868227
scalar,saxpy,f32,gather,512,2307,9,1.806578,10.095041,2.878370
scalar,saxpy,f32,gather,512,2307,10,1.831679,10.235305,2.838925
scalar,saxpy,f32,gather,512,2307,11,1.924103,10.751766,2.702557
scalar,saxpy,f32,gather,512,2307,12,1.940286,10.842193,2.680017
scalar,saxpy,f32,gather,512,2307,13,1.927318,10.769730,2.698049
scalar,saxpy,f32,gather,512,2307,14,1.825158,10.198866,2.849068
scalar,saxpy,f32,gather,512,2307,15,1.926514,10.765233,2.699176
scalar,saxpy,f32,gather,512,2307,16,1.820118,10.170704,2.856957
scalar,saxpy,f32,gather,512,2307,17,1.733283,9.685475,3.000087
scalar,saxpy,f32,gather,512,2307,18,1.749716,9.777298,2.971912
scalar,saxpy,f32,gather,512,2307,19,1.741789,9.733006,2.985436
scalar,saxpy,f32,unit,1,3505,0,2.630394,14.698472,1.976890
scalar,saxpy,f32,unit,1,3505,1,2.984249,16.675789,1.742482
scalar,saxpy,f32,unit,1,3505,2,3.061135,17.105427,1.698716
scalar,saxpy,f32,unit,1,3505,3,3.029386,16.928015,1.716519
scalar,saxpy,f32,unit,1,3505,4,3.088106,17.256135,1.683880
scalar,saxpy,f32,unit,1,3505,5,3.092192,17.278971,1.681655
scalar,saxpy,f32,unit,1,3505,6,3.097658,17.309513,1.678688
scalar,saxpy,f32,unit,1,3505,7,3.077261,17.195534,1.689815
scalar,saxpy,f32,unit,1,3505,8,3.069177,17.150362,1.694265
scalar,saxpy,f32,unit,1,3505,9,3.078612,17.203086,1.689073
scalar,saxpy,f32,unit,1,3505,10,3.086746,17.248537,1.684622
scalar,saxpy,f32,unit,1,3505,11,3.084030,17.233360,1.686106
scalar,saxpy,f32,unit,1,3505,12,3.079965,17.210645,1.688331
scalar,saxpy,f32,unit,1,3505,13,3.070521,17.157875,1.693524
scalar,saxpy,f32,unit,1,3505,14,3.084030,17.233360,1.686106
scalar,saxpy,f32,unit,1,3505,15,3.088106,17.256135,1.683880
scalar,saxpy,f32,unit,1,3505,16,3.079965,17.210645,1.688331
scalar,saxpy,f32,unit,1,3505,17,3.077261,17.195534,1.689815
scalar,saxpy,f32,unit,1,3505,18,3.078612,17.203086,1.689073
scalar,saxpy,f32,unit,1,3505,19,3.074561,17.180451,1.691298
scalar,saxpy,f32,strided,2,3505,0,4.403266,24.605168,1.180942
scalar,saxpy,f32,strided,2,3505,1,5.035920,28.140393,1.032582
scalar,saxpy,f32,strided,2,3505,2,5.076032,28.364538,1.024422
scalar,saxpy,f32,strided,2,3505,3,5.087083,28.426290,1.022197
scalar,saxpy,f32,strided,2,3505,4,5.150625,28.781357,1.009586
scalar,saxpy,f32,strided,2,3505,5,5.072359,28.344014,1.025164
scalar,saxpy,f32,strided,2,3505,6,4.919298,27.488721,1.057061
scalar,saxpy,f32,strided,2,3505,7,5.188749,28.994395,1.002168
scalar,saxpy,f32,strided,2,3505,8,5.124269,28.634084,1.014779
scalar,saxpy,f32,strided,2,3505,9,5.124269,28.634084,1.014779
scalar,saxpy,f32,strided,2,3505,10,5.135531,28.697016,1.012553
scalar,saxpy,f32,strided,2,3505,11,5.177253,28.930153,1.004394
scalar,saxpy,f32,strided,2,3505,12,5.215774,29.145407,0.996976
scalar,saxpy,f32,strided,2,3505,13,5.098182,28.488311,1.019971
scalar,saxpy,f32,strided,2,3505,14,5.098182,28.488311,1.019971
scalar,saxpy,f32,strided,2,3505,15,4.010297,22.409283,1.296662
scalar,saxpy,f32,strided,2,3505,16,5.032304,28.120192,1.033324
scalar,saxpy,f32,strided,2,3505,17,5.139296,28.718055,1.011812
scalar,saxpy,f32,strided,2,3505,18,5.135531,28.697016,1.012553
scalar,saxpy,f32,strided,2,3505,19,4.996436,27.919763,1.040742
scalar,saxpy,f32,strided,4,3505,0,8.151163,45.548171,0.637946
scalar,saxpy,f32,strided,4,3505,1,9.642366,53.880918,0.539287
scalar,saxpy,f32,strided,4,3505,2,9.629121,53.806906,0.540029
scalar,saxpy,f32,strided,4,3505,3,9.776848,54.632395,0.531869
scalar,saxpy,f32,strided,4,3505,4,9.709141,54.254055,0.535578
scalar,saxpy,f32,strided,4,3505,5,9.602740,53.659490,0.541512
scalar,saxpy,f32,strided,4,3505,6,9.831697,54.938888,0.528902
scalar,saxpy,f32,strided,4,3505,7,9.763231,54.556306,0.532611
scalar,saxpy,f32,strided,4,3505,8,9.763231,54.556306,0.532611
scalar,saxpy,f32,strided,4,3505,9,9.817927,54.861943,0.529643
scalar,saxpy,f32,strided,4,3505,10,9.859353,55.093428,0.527418
scalar,saxpy,f32,strided,4,3505,11,9.422043,52.649768,0.551897
scalar,saxpy,f32,strided,4,3505,12,9.682320,54.104182,0.537061
scalar,saxpy,f32,strided,4,3505,13,9.668966,54.029555,0.537803
scalar,saxpy,f32,strided,4,3505,14,9.722607,54.329303,0.534836
scalar,saxpy,f32,strided,4,3505,15,9.709141,54.254055,0.535578
scalar,saxpy,f32,strided,4,3505,16,9.749652,54.480428,0.533352
scalar,saxpy,f32,strided,4,3505,17,9.776848,54.632395,0.531869
scalar,saxpy,f32,strided,4,3505,18,9.749652,54.480428,0.533352
scalar,saxpy,f32,strided,4,3505,19,9.790503,54.708698,0.531127
scalar,saxpy,f32,strided,8,3505,0,15.788288,88.223936,0.329358
scalar,saxpy,f32,strided,8,3505,1,17.437811,97.441362,0.298203
scalar,saxpy,f32,strided,8,3505,2,17.308642,96.719574,0.300428
scalar,saxpy,f32,strided,8,3505,3,16.810552,93.936277,0.309330
scalar,saxpy,f32,strided,8,3505,4,17.613065,98.420672,0.295235
scalar,saxpy,f32,strided,8,3505,5,17.746835,99.168171,0.293010
scalar,saxpy,f32,strided,8,3505,6,17.657431,98.668583,0.294494
scalar,saxpy,f32,strided,8,3505,7,17.525000,97.928569,0.296719
scalar,saxpy,f32,strided,8,3505,8,18.067010,100.957287,0.287817
scalar,saxpy,f32,strided,8,3505,9,17.746835,99.168171,0.293010
scalar,saxpy,f32,strided,8,3505,10,17.613065,98.420672,0.295235
scalar,saxpy,f32,strided,8,3505,11,17.657431,98.668583,0.294494
scalar,saxpy,f32,strided,8,3505,12,17.837150,99.672843,0.291526
scalar,saxpy,f32,strided,8,3505,13,17.613065,98.420672,0.295235
scalar,saxpy,f32,strided,8,3505,14,17.181373,96.008401,0.302653
scalar,saxpy,f32,strided,8,3505,15,17.791878,99.419867,0.292268
scalar,saxpy,f32,strided,8,3505,16,17.837150,99.672843,0.291526
scalar,saxpy,f32,strided,8,3505,17,17.568922,98.174004,0.295977
scalar,saxpy,f32,strided,8,3505,18,18.113695,101.218159,0.287076
scalar,saxpy,f32,strided,8,3505,19,18.160622,101.480382,0.286334
scalar,saxpy,f32,strided,16,3505,0,24.256055,135.541272,0.214379
scalar,saxpy,f32,strided,16,3505,1,29.957265,167.399263,0.173581
scalar,saxpy,f32,strided,16,3505,2,29.829787,166.686925,0.174322
scalar,saxpy,f32,strided,16,3505,3,29.829787,166.686925,0.174322
scalar,saxpy,f32,strided,16,3505,4,29.957265,167.399263,0.173581
scalar,saxpy,f32,strided,16,3505,5,29.829787,166.686925,0.174322
scalar,saxpy,f32,strided,16,3505,6,30.215517,168.842360,0.172097
scalar,saxpy,f32,strided,16,3505,7,30.478261,170.310554,0.170613
scalar,saxpy,f32,strided,16,3505,8,30.085837,168.117715,0.172839
scalar,saxpy,f32,strided,16,3505,9,29.957265,167.399263,0.173581
scalar,saxpy,f32,strided,16,3505,10,30.346320,169.573279,0.171355
scalar,saxpy,f32,strided,16,3505,11,30.085837,168.117715,0.172839
scalar,saxpy,f32,strided,16,3505,12,29.957265,167.399263,0.173581
scalar,saxpy,f32,strided,16,3505,13,30.478261,170.310554,0.170613
scalar,saxpy,f32,strided,16,3505,14,30.346320,169.573279,0.171355
scalar,saxpy,f32,strided,16,3505,15,29.829787,166.686925,0.174322
scalar,saxpy,f32,strided,16,3505,16,30.611354,171.054269,0.169872
scalar,saxpy,f32,strided,16,3505,17,29.957265,167.399263,0.173581
scalar,saxpy,f32,strided,16,3505,18,30.346320,169.573279,0.171355
scalar,saxpy,f32,strided,16,3505,19,30.085837,168.117715,0.172839
scalar,saxpy,f32,strided,32,3505,0,15.612472,87.241487,0.333067
scalar,saxpy,f32,strided,32,3505,1,24.596491,137.443605,0.211412
scalar,saxpy,f32,strided,32,3505,2,34.532020,192.962697,0.150585
scalar,saxpy,f32,strided,32,3505,3,30.478261,170.310554,0.170613
scalar,saxpy,f32,strided,32,3505,4,34.029126,190.152561,0.152810
scalar,saxpy,f32,strided,32,3505,5,37.287234,208.358657,0.139458
scalar,saxpy,f32,strided,32,3505,6,31.294643,174.872444,0.166163
scalar,saxpy,f32,strided,32,3505,7,34.875622,194.882724,0.149101
scalar,saxpy,f32,strided,32,3505,8,33.066038,184.770884,0.157261
scalar,saxpy,f32,strided,32,3505,9,33.701923,188.324171,0.154294
scalar,saxpy,f32,strided,32,3505,10,32.453704,181.349201,0.160228
scalar,saxpy,f32,strided,32,3505,11,35.948718,200.879115,0.144650
scalar,saxpy,f32,strided,32,3505,12,37.287234,208.358657,0.139458
scalar,saxpy,f32,strided,32,3505,13,33.864734,189.233949,0.153552
scalar,saxpy,f32,strided,32,3505,14,1.924767,10.755472,2.701626
scalar,saxpy,f32,strided,32,3505,15,24.425087,136.485810,0.212896
scalar,saxpy,f32,strided,32,3505,16,23.059211,128.853380,0.225506
scalar,saxpy,f32,strided,32,3505,17,33.864734,189.233949,0.153552
scalar,saxpy,f32,strided,32,3505,18,41.726190,233.163259,0.124622
scalar,saxpy,f32,strided,32,3505,19,44.935897,251.098894,0.115720
scalar,saxpy,f32,strided,64,3505,0,42.228916,235.972455,0.123138
scalar,saxpy,f32,strided,64,3505,1,55.196850,308.436437,0.094208
scalar,saxpy,f32,strided,64,3505,2,61.491228,343.609013,0.084565
scalar,saxpy,f32,strided,64,3505,3,62.035398,346.649801,0.083823
scalar,saxpy,f32,strided,64,3505,4,54.341085,303.654477,0.095692
scalar,saxpy,f32,strided,64,3505,5,60.431034,337.684720,0.086049
scalar,saxpy,f32,strided,64,3505,6,64.907407,362.698403,0.080114
scalar,saxpy,f32,strided,64,3505,7,61.491228,343.609013,0.084565
scalar,saxpy,f32,strided,64,3505,8,58.907563,329.171660,0.088274
scalar,saxpy,f32,strided,64,3505,9,58.416667,326.428562,0.089016
scalar,saxpy,f32,strided,64,3505,10,57.459016,321.077274,0.090499
scalar,saxpy,f32,strided,64,3505,11,58.416667,326.428562,0.089016
scalar,saxpy,f32,strided,64,3505,12,57.933884,323.730806,0.089757
scalar,saxpy,f32,strided,64,3505,13,59.406780,331.961250,0.087532
scalar,saxpy,f32,strided,64,3505,14,57.459016,321.077274,0.090499
scalar,saxpy,f32,strided,64,3505,15,60.956522,340.621109,0.085307
scalar,saxpy,f32,strided,64,3505,16,57.459016,321.077274,0.090499
scalar,saxpy,f32,strided,64,3505,17,58.907563,329.171660,0.088274
scalar,saxpy,f32,strided,64,3505,18,62.589286,349.744888,0.083081
scalar,saxpy,f32,strided,64,3505,19,61.491228,343.609013,0.084565
scalar,saxpy,f32,strided,128,3505,0,46.423841,259.413427,0.112011
scalar,saxpy,f32,strided,128,3505,1,41.976048,234.559446,0.123880
scalar,saxpy,f32,strided,128,3505,2,63.153153,352.895743,0.082340
scalar,saxpy,f32,strided,128,3505,3,84.457831,471.944909,0.061569
scalar,saxpy,f32,strided,128,3505,4,87.625000,489.642844,0.059344
scalar,saxpy,f32,strided,128,3505,5,87.625000,489.642844,0.059344
scalar,saxpy,f32,strided,128,3505,6,85.487805,477.700335,0.060827
scalar,saxpy,f32,strided,128,3505,7,85.487805,477.700335,0.060827
scalar,saxpy,f32,strided,128,3505,8,83.452381,466.326518,0.062311
scalar,saxpy,f32,strided,128,3505,9,85.487805,477.700335,0.060827
scalar,saxpy,f32,strided,128,3505,10,84.457831,471.944909,0.061569
scalar,saxpy,f32,strided,128,3505,11,89.871795,502.197788,0.057860
scalar,saxpy,f32,strided,128,3505,12,81.511628,455.481715,0.063795
scalar,saxpy,f32,strided,128,3505,13,88.734177,495.840854,0.058602
scalar,saxpy,f32,strided,128,3505,14,92.236842,515.413520,0.056377
scalar,saxpy,f32,strided,128,3505,15,89.871795,502.197788,0.057860
scalar,saxpy,f32,strided,128,3505,16,85.487805,477.700335,0.060827
scalar,saxpy,f32,strided,128,3505,17,86.543210,483.597870,0.060086
scalar,saxpy,f32,strided,128,3505,18,86.543210,483.597870,0.060086
scalar,saxpy,f32,strided,128,3505,19,88.734177,495.840854,0.058602
scalar,saxpy,f32,strided,256,3505,0,50.071429,279.795911,0.103852
scalar,saxpy,f32,strided,256,3505,1,57.933884,323.730806,0.089757
scalar,saxpy,f32,strided,256,3505,2,100.142857,559.591821,0.051926
scalar,saxpy,f32,strided,256,3505,3,101.594203,567.701848,0.051184
scalar,saxpy,f32,strided,256,3505,4,100.142857,559.591821,0.051926
scalar,saxpy,f32,strided,256,3505,5,97.361111,544.047604,0.053409
scalar,saxpy,f32,strided,256,3505,6,111.269841,621.768690,0.046733
scalar,saxpy,f32,strided,256,3505,7,111.269841,621.768690,0.046733
scalar,saxpy,f32,strided,256,3505,8,104.626866,584.648171,0.049700
scalar,saxpy,f32,strided,256,3505,9,98.732394,551.710246,0.052668
scalar,saxpy,f32,strided,256,3505,10,98.732394,551.710246,0.052668
scalar,saxpy,f32,strided,256,3505,11,97.361111,544.047604,0.053409
scalar,saxpy,f32,strided,256,3505,12,94.729730,529.343615,0.054893
scalar,saxpy,f32,strided,256,3505,13,96.027397,536.594897,0.054151
scalar,saxpy,f32,strided,256,3505,14,96.027397,536.594897,0.054151
scalar,saxpy,f32,strided,256,3505,15,97.361111,544.047604,0.053409
scalar,saxpy,f32,strided,256,3505,16,97.361111,544.047604,0.053409
scalar,saxpy,f32,strided,256,3505,17,97.361111,544.047604,0.053409
scalar,saxpy,f32,strided,256,3505,18,96.027397,536.594897,0.054151
scalar,saxpy,f32,strided,256,3505,19,100.142857,559.591821,0.051926
scalar,saxpy,f32,strided,512,3505,0,58.416667,326.428562,0.089016
scalar,saxpy,f32,strided,512,3505,1,113.064516,631.797218,0.045991
scalar,saxpy,f32,strided,512,3505,2,114.918033,642.154549,0.045250
scalar,saxpy,f32,strided,512,3505,3,103.088235,576.050404,0.050442
scalar,saxpy,f32,strided,512,3505,4,111.269841,621.768690,0.046733
scalar,saxpy,f32,strided,512,3505,5,114.918033,642.154549,0.045250
scalar,saxpy,f32,strided,512,3505,6,116.833333,652.857125,0.044508
scalar,saxpy,f32,strided,512,3505,7,114.918033,642.154549,0.045250
scalar,saxpy,f32,strided,512,3505,8,118.813559,663.922500,0.043766
scalar,saxpy,f32,strided,512,3505,9,114.918033,642.154549,0.045250
scalar,saxpy,f32,strided,512,3505,10,111.269841,621.768690,0.046733
scalar,saxpy,f32,strided,512,3505,11,113.064516,631.797218,0.045991
scalar,saxpy,f32,strided,512,3505,12,113.064516,631.797218,0.045991
scalar,saxpy,f32,strided,512,3505,13,114.918033,642.154549,0.045250
scalar,saxpy,f32,strided,512,3505,14,114.918033,642.154549,0.045250
scalar,saxpy,f32,strided,512,3505,15,114.918033,642.154549,0.045250
scalar,saxpy,f32,strided,512,3505,16,116.833333,652.857125,0.044508
scalar,saxpy,f32,strided,512,3505,17,113.064516,631.797218,0.045991
scalar,saxpy,f32,strided,512,3505,18,111.269841,621.768690,0.046733
scalar,saxpy,f32,strided,512,3505,19,116.833333,652.857125,0.044508
scalar,saxpy,f32,gather,1,3505,0,1.852537,10.351857,2.806961
scalar,saxpy,f32,gather,1,3505,1,2.012055,11.243234,2.584422
scalar,saxpy,f32,gather,1,3505,2,2.248957,12.567028,2.312183
scalar,saxpy,f32,gather,1,3505,3,2.270813,12.689157,2.289929
scalar,saxpy,f32,gather,1,3505,4,2.258376,12.619661,2.302539
scalar,saxpy,f32,gather,1,3505,5,2.264212,12.652270,2.296605
scalar,saxpy,f32,gather,1,3505,6,2.253295,12.591266,2.307732
scalar,saxpy,f32,gather,1,3505,7,2.284132,12.763580,2.276576
scalar,saxpy,f32,gather,1,3505,8,2.274497,12.709743,2.286220
scalar,saxpy,f32,gather,1,3505,9,2.284876,12.767740,2.275835
scalar,saxpy,f32,gather,1,3505,10,2.273022,12.701500,2.287703
scalar,saxpy,f32,gather,1,3505,11,2.276713,12.722126,2.283994
scalar,saxpy,f32,gather,1,3505,12,2.266408,12.664542,2.294379
scalar,saxpy,f32,gather,1,3505,13,2.269343,12.680941,2.291412
scalar,saxpy,f32,gather,1,3505,14,2.274497,12.709743,2.286220
scalar,saxpy,f32,gather,1,3505,15,2.277453,12.726260,2.283252
scalar,saxpy,f32,gather,1,3505,16,2.288606,12.788582,2.272126
scalar,saxpy,f32,gather,1,3505,17,2.279675,12.738676,2.281027
scalar,saxpy,f32,gather,1,3505,18,2.287113,12.780237,2.273609
scalar,saxpy,f32,gather,1,3505,19,2.291599,12.805305,2.269158
scalar,saxpy,f32,gather,2,3505,0,2.066018,11.544777,2.516919
scalar,saxpy,f32,gather,2,3505,1,2.167594,12.112377,2.398973
scalar,saxpy,f32,gather,2,3505,2,2.194740,12.264066,2.369301
scalar,saxpy,f32,gather,2,3505,3,2.166255,12.104891,2.400456
scalar,saxpy,f32,gather,2,3505,4,2.155597,12.045334,2.412325
scalar,saxpy,f32,gather,2,3505,5,2.214150,12.372529,2.348531
scalar,saxpy,f32,gather,2,3505,6,2.188573,12.229606,2.375977
scalar,saxpy,f32,gather,2,3505,7,2.226104,12.439323,2.335920
scalar,saxpy,f32,gather,2,3505,8,2.196804,12.275596,2.367076
scalar,saxpy,f32,gather,2,3505,9,2.209266,12.345234,2.353723
scalar,saxpy,f32,gather,2,3505,10,2.211356,12.356917,2.351498
scalar,saxpy,f32,gather,2,3505,11,2.164248,12.093679,2.402682
scalar,saxpy,f32,gather,2,3505,12,2.230353,12.463070,2.331469
scalar,saxpy,f32,gather,2,3505,13,2.216951,12.388181,2.345563
scalar,saxpy,f32,gather,2,3505,14,2.214150,12.372529,2.348531
scalar,saxpy,f32,gather,2,3505,15,2.177695,12.168819,2.387846
scalar,saxpy,f32,gather,2,3505,16,2.228226,12.451185,2.333695
scalar,saxpy,f32,gather,2,3505,17,2.234619,12.486907,2.327019
scalar,saxpy,f32,gather,2,3505,18,2.240332,12.518833,2.321084
scalar,saxpy,f32,gather,2,3505,19,2.212054,12.360816,2.350756
scalar,saxpy,f32,gather,4,3505,0,1.366738,7.637245,3.804679
